0,1,2,3
832.0,-1488.0,16240.0,76390.0
1168.0,-1472.0,16672.0,76492.0
1088.0,-1184.0,16544.0,76595.0
1152.0,-912.0,16528.0,76698.0
1392.0,-848.0,17008.0,76800.0
944.0,-1632.0,16512.0,76903.0
768.0,-1536.0,15952.0,77005.0
1056.0,-1504.0,16096.0,77108.0
880.0,-1552.0,16432.0,77211.0
1024.0,-1168.0,16912.0,77313.0
1104.0,-1168.0,17088.0,77416.0
944.0,-2224.0,16384.0,77518.0
1232.0,-864.0,15728.0,77621.0
1120.0,-2112.0,15904.0,77724.0
1152.0,-1616.0,16640.0,77826.0
1344.0,-1360.0,16816.0,77929.0
1312.0,-1632.0,16528.0,78031.0
1088.0,-1808.0,16192.0,78134.0
1024.0,-1888.0,15936.0,78236.0
1264.0,-1840.0,16288.0,78339.0
1408.0,-1776.0,16480.0,78442.0
1184.0,-1472.0,16528.0,78544.0
1232.0,-2064.0,16272.0,78647.0
1440.0,-2240.0,16016.0,78749.0
1680.0,-1200.0,15872.0,78852.0
1232.0,-2272.0,16176.0,78955.0
704.0,-1536.0,19008.0,79057.0
1648.0,-1520.0,19200.0,79160.0
-1872.0,-4928.0,24080.0,79262.0
576.0,272.0,16976.0,79365.0
-752.0,1392.0,6000.0,79468.0
1792.0,-2576.0,10528.0,79570.0
-1376.0,-688.0,17296.0,79673.0
-2080.0,-1296.0,24128.0,79775.0
1536.0,-2384.0,23824.0,79878.0
-176.0,-1904.0,12304.0,79980.0
192.0,80.0,7008.0,80083.0
-512.0,-944.0,11584.0,80186.0
1360.0,-816.0,22928.0,80288.0
-736.0,-704.0,25488.0,80391.0
464.0,688.0,21568.0,80493.0
-448.0,-1072.0,9328.0,80596.0
288.0,-1104.0,7984.0,80699.0
-1536.0,-1360.0,12096.0,80801.0
1536.0,-2352.0,25408.0,80904.0
1040.0,-3216.0,25952.0,81006.0
-752.0,-1936.0,16672.0,81109.0
128.0,-1056.0,9456.0,81211.0
-176.0,-592.0,8640.0,81314.0
-160.0,-576.0,16720.0,81417.0
-720.0,-848.0,26064.0,81519.0
1056.0,320.0,25040.0,81622.0
-208.0,-448.0,14400.0,81724.0
-480.0,320.0,8416.0,81827.0
-656.0,-1328.0,9920.0,81929.0
1264.0,-1600.0,21296.0,82032.0
-928.0,-2288.0,23680.0,82135.0
176.0,-2144.0,21344.0,82237.0
96.0,-1728.0,13376.0,82340.0
-240.0,-752.0,8208.0,82442.0
0.0,-832.0,12928.0,82545.0
576.0,-1344.0,21424.0,82648.0
176.0,-1792.0,24464.0,82750.0
32.0,-640.0,18800.0,82853.0
304.0,1056.0,11104.0,82955.0
512.0,-336.0,9488.0,83058.0
-1072.0,-880.0,13200.0,83160.0
-112.0,-592.0,22784.0,83263.0
1136.0,-2256.0,24576.0,83366.0
-368.0,-944.0,16768.0,83468.0
-640.0,-544.0,9072.0,83571.0
928.0,-1808.0,11152.0,83673.0
-656.0,-1280.0,16256.0,83776.0
16.0,-1168.0,23072.0,83879.0
1168.0,-1920.0,22432.0,83981.0
-272.0,-1456.0,14192.0,84084.0
416.0,-80.0,10144.0,84186.0
32.0,-1104.0,12000.0,84289.0
1584.0,-1136.0,21008.0,84391.0
-864.0,-1040.0,22224.0,84494.0
768.0,96.0,20944.0,84597.0
-128.0,-336.0,12112.0,84699.0
208.0,-1184.0,10288.0,84802.0
-720.0,-1200.0,13248.0,84904.0
528.0,-1376.0,20928.0,85007.0
1072.0,-2640.0,23440.0,85110.0
-368.0,-1888.0,17184.0,85213.0
-32.0,-976.0,11728.0,85315.0
-176.0,-832.0,10848.0,85418.0
432.0,-944.0,16800.0,85520.0
160.0,-1296.0,21856.0,85623.0
880.0,-624.0,22592.0,85725.0
368.0,128.0,15472.0,85828.0
368.0,-608.0,11088.0,85931.0
-480.0,-1152.0,11264.0,86033.0
592.0,-1088.0,17984.0,86136.0
592.0,-2096.0,22768.0,86238.0
-688.0,-1888.0,20416.0,86341.0
160.0,-1088.0,14448.0,86443.0
-16.0,-896.0,10496.0,86546.0
-80.0,-736.0,13392.0,86649.0
192.0,-1216.0,19392.0,86751.0
224.0,-1920.0,22608.0,86854.0
16.0,-208.0,18256.0,86956.0
-32.0,-272.0,12864.0,87059.0
304.0,-1312.0,11280.0,87162.0
80.0,-1328.0,14416.0,87264.0
0.0,-1232.0,20496.0,87367.0
1072.0,-1824.0,22240.0,87469.0
208.0,-1616.0,17216.0,87572.0
96.0,-672.0,11872.0,87674.0
-48.0,-768.0,12032.0,87777.0
320.0,-1008.0,16784.0,87880.0
0.0,-1504.0,20784.0,87982.0
224.0,-336.0,20096.0,88085.0
0.0,-464.0,15328.0,88187.0
96.0,-1168.0,11712.0,88290.0
-96.0,-1296.0,12688.0,88392.0
288.0,-1344.0,18560.0,88495.0
608.0,-1856.0,21552.0,88598.0
80.0,-1776.0,19264.0,88700.0
144.0,-992.0,13824.0,88803.0
448.0,-752.0,11824.0,88905.0
-176.0,-656.0,14208.0,89008.0
448.0,-960.0,19424.0,89111.0
320.0,-688.0,21232.0,89213.0
64.0,-96.0,17776.0,89316.0
-304.0,-496.0,13136.0,89418.0
-288.0,-1088.0,11776.0,89521.0
304.0,-1504.0,16400.0,89623.0
16.0,-1856.0,19968.0,89726.0
448.0,-2064.0,20768.0,89829.0
64.0,-1520.0,15888.0,89931.0
96.0,-992.0,12480.0,90034.0
32.0,-912.0,12960.0,90136.0
368.0,-976.0,17168.0,90239.0
464.0,-1376.0,20992.0,90341.0
256.0,912.0,19776.0,90444.0
-240.0,-48.0,14912.0,90547.0
192.0,-1216.0,12816.0,90649.0
-208.0,-1248.0,14336.0,90752.0
96.0,-1472.0,18432.0,90854.0
592.0,-2096.0,20688.0,90957.0
-128.0,-1856.0,17456.0,91060.0
48.0,-1136.0,13808.0,91162.0
-80.0,-928.0,12400.0,91265.0
256.0,-1024.0,15200.0,91367.0
192.0,-1168.0,19472.0,91470.0
384.0,-80.0,20336.0,91572.0
208.0,-512.0,17280.0,91675.0
432.0,-256.0,14080.0,91778.0
-592.0,-1328.0,12512.0,91880.0
864.0,-1216.0,17344.0,91983.0
-256.0,-1632.0,19248.0,92085.0
160.0,-1600.0,19184.0,92188.0
128.0,-1472.0,15728.0,92291.0
0.0,-1104.0,13152.0,92393.0
-96.0,-864.0,13488.0,92496.0
128.0,-1024.0,17872.0,92598.0
400.0,-896.0,20496.0,92701.0
-80.0,64.0,18432.0,92803.0
96.0,-448.0,15312.0,92906.0
16.0,-1408.0,13072.0,93009.0
272.0,-1264.0,15104.0,93111.0
288.0,-1696.0,18256.0,93214.0
528.0,-1872.0,19920.0,93316.0
80.0,-1504.0,17328.0,93419.0
160.0,-992.0,14304.0,93521.0
96.0,-976.0,13328.0,93624.0
176.0,-1184.0,16256.0,93727.0
304.0,-800.0,19408.0,93829.0
-160.0,-160.0,19104.0,93932.0
192.0,-288.0,16896.0,94034.0
192.0,-1184.0,13920.0,94137.0
-336.0,-1344.0,13648.0,94240.0
512.0,-1616.0,17120.0,94342.0
256.0,-2064.0,19440.0,94445.0
144.0,-1744.0,18448.0,94547.0
192.0,-1216.0,15744.0,94650.0
192.0,-944.0,13664.0,94752.0
208.0,-1040.0,14896.0,94855.0
288.0,-1488.0,17792.0,94958.0
336.0,-320.0,19648.0,95060.0
112.0,368.0,17984.0,95163.0
-176.0,-816.0,14848.0,95265.0
-192.0,-1264.0,13696.0,95368.0
80.0,-1328.0,15392.0,95471.0
272.0,-1792.0,18496.0,95573.0
112.0,-2064.0,18832.0,95676.0
128.0,-1584.0,16976.0,95778.0
80.0,-1072.0,14496.0,95881.0
192.0,-912.0,14384.0,95983.0
144.0,-960.0,16400.0,96086.0
400.0,-1344.0,18944.0,96189.0
288.0,512.0,18848.0,96291.0
-96.0,-384.0,15872.0,96394.0
352.0,-1328.0,14400.0,96496.0
-80.0,-1264.0,14448.0,96599.0
192.0,-1408.0,17424.0,96701.0
384.0,-1792.0,18992.0,96804.0
0.0,-1712.0,17744.0,96907.0
96.0,-1248.0,15616.0,97009.0
-64.0,-1040.0,13856.0,97112.0
192.0,-1136.0,15520.0,97214.0
48.0,-784.0,17696.0,97317.0
176.0,-608.0,18704.0,97420.0
480.0,-112.0,17552.0,97522.0
-256.0,-1008.0,14720.0,97625.0
400.0,-1456.0,14592.0,97727.0
256.0,-1456.0,16320.0,97830.0
288.0,-1536.0,18128.0,97932.0
368.0,-1632.0,18688.0,98035.0
64.0,-1344.0,16704.0,98138.0
256.0,-1024.0,14688.0,98240.0
64.0,-1056.0,14400.0,98343.0
-16.0,-656.0,16560.0,98445.0
112.0,-992.0,18464.0,98548.0
96.0,-192.0,17920.0,98651.0
128.0,-624.0,16016.0,98753.0
48.0,-1200.0,14592.0,98856.0
112.0,-1408.0,15440.0,98958.0
336.0,-1632.0,17456.0,99061.0
400.0,-1760.0,18432.0,99163.0
224.0,-1456.0,17520.0,99266.0
256.0,-1152.0,15280.0,99369.0
224.0,-976.0,14704.0,99471.0
-96.0,-768.0,15936.0,99574.0
96.0,-752.0,17888.0,99676.0
128.0,-528.0,18128.0,99779.0
112.0,-48.0,16896.0,99881.0
-224.0,-960.0,14880.0,99984.0
96.0,-1216.0,15120.0,100087.0
0.0,-1440.0,16368.0,100189.0
272.0,-1744.0,18032.0,100292.0
256.0,-1728.0,17952.0,100394.0
208.0,-1280.0,16192.0,100497.0
128.0,-960.0,14912.0,100600.0
256.0,-1008.0,15248.0,100702.0
304.0,-1248.0,17184.0,100805.0
208.0,-464.0,18192.0,100907.0
256.0,-224.0,17568.0,101010.0
160.0,-560.0,16080.0,101112.0
-112.0,-1200.0,14880.0,101215.0
208.0,-1216.0,15920.0,101318.0
0.0,-1648.0,17152.0,101420.0
224.0,-1664.0,17920.0,101523.0
80.0,-1408.0,16832.0,101625.0
80.0,-1168.0,15488.0,101728.0
112.0,-1040.0,15104.0,101831.0
-48.0,-864.0,16736.0,101933.0
352.0,-768.0,17920.0,102036.0
192.0,-176.0,17776.0,102138.0
304.0,-400.0,16704.0,102241.0
64.0,-1296.0,15232.0,102343.0
192.0,-1232.0,15520.0,102446.0
208.0,-1408.0,16624.0,102549.0
336.0,-1616.0,17824.0,102651.0
