0,1,2,3
864.0,-368.0,16528.0,129530.0
432.0,-592.0,17440.0,129632.0
592.0,-592.0,17552.0,129735.0
368.0,-864.0,17120.0,129837.0
1392.0,-832.0,17152.0,129940.0
304.0,-112.0,16336.0,130043.0
112.0,-1296.0,16464.0,130145.0
112.0,-496.0,16496.0,130248.0
0.0,-176.0,16176.0,130350.0
192.0,-992.0,16112.0,130453.0
112.0,-496.0,15760.0,130555.0
128.0,-1264.0,16896.0,130658.0
576.0,-16.0,16656.0,130761.0
32.0,-976.0,16800.0,130863.0
192.0,-784.0,16400.0,130966.0
512.0,-256.0,14896.0,131068.0
-800.0,-1824.0,15744.0,131171.0
1152.0,-656.0,17632.0,131273.0
-96.0,-464.0,16752.0,131376.0
96.0,-1200.0,17472.0,131479.0
80.0,-480.0,16320.0,131581.0
16.0,-1792.0,16672.0,131684.0
128.0,-448.0,17024.0,131786.0
-80.0,-672.0,16896.0,131889.0
96.0,-512.0,16720.0,131992.0
0.0,-1056.0,16624.0,132094.0
-240.0,-704.0,16384.0,132197.0
256.0,-864.0,16528.0,132299.0
80.0,-864.0,16192.0,132402.0
272.0,-784.0,16384.0,132504.0
48.0,-1056.0,17184.0,132607.0
-48.0,-1456.0,16512.0,132710.0
336.0,-1216.0,16640.0,132812.0
0.0,-1040.0,16224.0,132915.0
-256.0,-1216.0,16496.0,133017.0
-224.0,-1472.0,16656.0,133120.0
576.0,-2112.0,16464.0,133223.0
-64.0,-1424.0,16528.0,133325.0
368.0,-880.0,16512.0,133428.0
64.0,-1376.0,16976.0,133530.0
320.0,-800.0,16800.0,133633.0
848.0,-6160.0,24256.0,133735.0
-832.0,-3344.0,21904.0,133838.0
-1088.0,-1088.0,8496.0,133941.0
-320.0,-336.0,2688.0,134043.0
-448.0,-192.0,11776.0,134146.0
-224.0,272.0,24944.0,134248.0
-656.0,-1856.0,30208.0,134351.0
-112.0,80.0,18448.0,134454.0
-1072.0,1024.0,5712.0,134556.0
2416.0,-1648.0,7456.0,134659.0
-5280.0,-704.0,11376.0,134761.0
4192.0,-2256.0,31792.0,134864.0
3888.0,-4032.0,30928.0,134967.0
-2656.0,-608.0,14080.0,135069.0
-160.0,-1232.0,7360.0,135172.0
96.0,-688.0,7552.0,135274.0
-1072.0,-592.0,16800.0,135377.0
880.0,-1392.0,27648.0,135479.0
640.0,-1056.0,24912.0,135582.0
-384.0,-1152.0,12688.0,135685.0
-416.0,1104.0,5456.0,135787.0
224.0,-1968.0,10848.0,135890.0
1648.0,-1552.0,23184.0,135992.0
-2496.0,-544.0,24256.0,136095.0
1360.0,-1936.0,23504.0,136198.0
176.0,-1248.0,10368.0,136300.0
64.0,768.0,6304.0,136403.0
-624.0,-1216.0,11776.0,136505.0
1568.0,-912.0,24064.0,136608.0
-64.0,-1232.0,26112.0,136711.0
48.0,-96.0,18192.0,136813.0
-224.0,-912.0,8752.0,136916.0
1296.0,-1872.0,9408.0,137018.0
-2208.0,-816.0,13680.0,137121.0
1776.0,-1696.0,26464.0,137223.0
1712.0,-3216.0,26512.0,137326.0
-768.0,-1808.0,14096.0,137429.0
-112.0,-624.0,7680.0,137532.0
768.0,-1504.0,9808.0,137634.0
-1040.0,-96.0,16496.0,137737.0
-576.0,-944.0,24720.0,137839.0
1744.0,240.0,24256.0,137942.0
-672.0,-512.0,12720.0,138045.0
176.0,-336.0,7984.0,138147.0
-1360.0,-1264.0,10768.0,138250.0
1792.0,-1728.0,22352.0,138352.0
-416.0,-2496.0,24512.0,138455.0
-512.0,-1824.0,18800.0,138558.0
192.0,-1232.0,11264.0,138660.0
-240.0,-592.0,7888.0,138763.0
-112.0,-704.0,13120.0,138865.0
416.0,-1168.0,23152.0,138968.0
752.0,-1280.0,25168.0,139070.0
-64.0,512.0,17536.0,139173.0
-384.0,816.0,9056.0,139276.0
592.0,-1600.0,10112.0,139378.0
-768.0,-1232.0,15392.0,139481.0
0.0,-1472.0,23344.0,139583.0
1248.0,-2336.0,23552.0,139686.0
-272.0,-1776.0,14720.0,139788.0
-144.0,-656.0,8960.0,139891.0
0.0,-768.0,10304.0,139994.0
560.0,-992.0,19680.0,140096.0
304.0,-1696.0,22784.0,140199.0
864.0,-432.0,21952.0,140301.0
160.0,-512.0,12432.0,140404.0
384.0,-560.0,9472.0,140507.0
-576.0,-1456.0,12096.0,140609.0
1248.0,-1424.0,21200.0,140712.0
832.0,-2304.0,24080.0,140814.0
-64.0,-1632.0,18480.0,140917.0
128.0,-992.0,11584.0,141019.0
64.0,-624.0,9536.0,141122.0
176.0,-912.0,15504.0,141225.0
0.0,-1024.0,21632.0,141327.0
672.0,-1264.0,23312.0,141430.0
240.0,-640.0,16112.0,141532.0
96.0,-144.0,10496.0,141635.0
-192.0,-1216.0,10656.0,141738.0
496.0,-1568.0,17008.0,141840.0
-624.0,-1680.0,21760.0,141943.0
608.0,-1696.0,21648.0,142045.0
256.0,-1600.0,15104.0,142148.0
-80.0,-384.0,10048.0,142250.0
-400.0,-592.0,12368.0,142353.0
880.0,-912.0,19536.0,142456.0
-464.0,-944.0,22128.0,142558.0
320.0,128.0,20640.0,142661.0
-16.0,-416.0,12864.0,142763.0
16.0,-1104.0,10480.0,142866.0
-256.0,-1376.0,13504.0,142969.0
0.0,-1824.0,20528.0,143071.0
784.0,-2256.0,22736.0,143174.0
0.0,-1824.0,17792.0,143276.0
32.0,-976.0,12368.0,143379.0
-48.0,-800.0,11088.0,143481.0
304.0,-800.0,16160.0,143584.0
16.0,-1232.0,21088.0,143687.0
336.0,496.0,21984.0,143789.0
-304.0,-128.0,15536.0,143892.0
400.0,-1008.0,12048.0,143994.0
-848.0,-1264.0,11200.0,144097.0
480.0,-1440.0,18544.0,144200.0
432.0,-2400.0,21776.0,144302.0
-192.0,-1904.0,19728.0,144405.0
112.0,-1392.0,14992.0,144507.0
-64.0,-928.0,11072.0,144610.0
0.0,-800.0,13536.0,144712.0
144.0,-1056.0,18960.0,144815.0
608.0,-1520.0,21904.0,144918.0
416.0,240.0,18768.0,145020.0
-432.0,480.0,12928.0,145123.0
128.0,-1024.0,11680.0,145225.0
512.0,-1392.0,16032.0,145328.0
-432.0,-1440.0,19648.0,145431.0
992.0,-2144.0,21872.0,145533.0
-160.0,-1952.0,17216.0,145636.0
48.0,-1024.0,12176.0,145738.0
-144.0,-864.0,12032.0,145841.0
400.0,-1040.0,16656.0,145944.0
64.0,-1328.0,20352.0,146046.0
144.0,512.0,20240.0,146149.0
-64.0,-160.0,15456.0,146251.0
528.0,-768.0,12704.0,146354.0
-304.0,-1376.0,13264.0,146456.0
400.0,-1312.0,18368.0,146559.0
528.0,-2080.0,21104.0,146662.0
-32.0,-1728.0,19072.0,146764.0
144.0,-1152.0,14192.0,146867.0
16.0,-928.0,11968.0,146969.0
112.0,-880.0,14352.0,147072.0
-16.0,-1344.0,18800.0,147175.0
336.0,-400.0,21072.0,147277.0
128.0,112.0,17760.0,147380.0
128.0,-640.0,13888.0,147482.0
-192.0,-1424.0,12400.0,147585.0
320.0,-1264.0,16256.0,147687.0
240.0,-1936.0,19600.0,147790.0
320.0,-1920.0,20272.0,147893.0
240.0,-1456.0,16272.0,147995.0
96.0,-976.0,12912.0,148098.0
128.0,-848.0,13136.0,148200.0
208.0,-1056.0,16592.0,148303.0
400.0,-624.0,20672.0,148406.0
0.0,304.0,19344.0,148509.0
-336.0,16.0,15232.0,148611.0
-176.0,-1360.0,12528.0,148714.0
16.0,-1344.0,14336.0,148816.0
80.0,-1536.0,17872.0,148919.0
640.0,-2048.0,20352.0,149021.0
0.0,-1712.0,17744.0,149124.0
144.0,-1104.0,14368.0,149227.0
0.0,-928.0,12800.0,149329.0
208.0,-928.0,15104.0,149432.0
80.0,-1200.0,18976.0,149534.0
240.0,48.0,19968.0,149637.0
352.0,-32.0,17664.0,149740.0
64.0,-1168.0,13856.0,149842.0
-208.0,-1344.0,13344.0,149945.0
240.0,-1440.0,16416.0,150047.0
192.0,-1856.0,19216.0,150150.0
32.0,-1824.0,18960.0,150252.0
160.0,-1344.0,16000.0,150355.0
0.0,-960.0,13440.0,150458.0
48.0,-896.0,13920.0,150560.0
224.0,-1424.0,17520.0,150663.0
352.0,-432.0,19888.0,150765.0
176.0,512.0,18608.0,150868.0
0.0,-976.0,14928.0,150971.0
128.0,-1376.0,13392.0,151073.0
64.0,-1296.0,14832.0,151176.0
384.0,-1680.0,17936.0,151278.0
176.0,-1840.0,19376.0,151381.0
112.0,-1536.0,17664.0,151483.0
96.0,-1040.0,14560.0,151586.0
64.0,-880.0,13568.0,151689.0
80.0,-1264.0,15904.0,151791.0
336.0,-560.0,18960.0,151894.0
-128.0,-128.0,18960.0,151996.0
80.0,-240.0,16544.0,152099.0
192.0,-1088.0,14272.0,152201.0
-208.0,-1376.0,13856.0,152304.0
512.0,-1536.0,16752.0,152407.0
64.0,-1840.0,18832.0,152509.0
320.0,-1664.0,18624.0,152612.0
128.0,-1200.0,15904.0,152714.0
272.0,-992.0,14080.0,152817.0
256.0,-944.0,14672.0,152920.0
0.0,-960.0,17472.0,153022.0
448.0,-656.0,19344.0,153125.0
160.0,112.0,17744.0,153227.0
-176.0,-736.0,14976.0,153330.0
0.0,-1248.0,13936.0,153432.0
160.0,-1408.0,15408.0,153535.0
256.0,-1728.0,18080.0,153638.0
336.0,-1808.0,18960.0,153740.0
112.0,-1408.0,17152.0,153843.0
144.0,-1056.0,14848.0,153945.0
128.0,-912.0,14336.0,154048.0
112.0,-1216.0,16368.0,154151.0
112.0,-656.0,18448.0,154253.0
80.0,-272.0,18208.0,154356.0
160.0,-304.0,16304.0,154458.0
16.0,-1168.0,14352.0,154561.0
0.0,-1280.0,14672.0,154663.0
112.0,-1600.0,17072.0,154766.0
304.0,-1872.0,18608.0,154869.0
144.0,-1616.0,17920.0,154971.0
112.0,-1216.0,15856.0,155074.0
32.0,-960.0,14320.0,155176.0
384.0,-1056.0,15104.0,155279.0
48.0,-864.0,17376.0,155382.0
320.0,-608.0,18576.0,155484.0
272.0,144.0,17392.0,155587.0
32.0,-1120.0,15216.0,155689.0
128.0,-1408.0,14656.0,155792.0
32.0,-1392.0,16016.0,155895.0
336.0,-1776.0,18096.0,155997.0
128.0,-1728.0,18256.0,156100.0
192.0,-1376.0,16896.0,156202.0
80.0,-1008.0,14800.0,156305.0
48.0,-976.0,14864.0,156407.0
16.0,-1040.0,16448.0,156510.0
400.0,-608.0,18288.0,156613.0
256.0,-112.0,17984.0,156715.0
16.0,-656.0,16192.0,156818.0
144.0,-1248.0,14848.0,156920.0
32.0,-1376.0,15360.0,157023.0
352.0,-1584.0,17296.0,157126.0
192.0,-1696.0,18080.0,157228.0
240.0,-1472.0,17600.0,157331.0
48.0,-1104.0,15456.0,157433.0
128.0,-928.0,14864.0,157536.0
128.0,-1248.0,15808.0,157638.0
144.0,-592.0,17440.0,157741.0
48.0,-576.0,17968.0,157844.0
128.0,-64.0,16976.0,157946.0
96.0,-1088.0,15440.0,158049.0
192.0,-1424.0,15152.0,158151.0
128.0,-1520.0,16352.0,158254.0
400.0,-1760.0,17920.0,158357.0
192.0,-1648.0,17728.0,158459.0
128.0,-1168.0,16336.0,158562.0
176.0,-976.0,15152.0,158664.0
112.0,-944.0,15360.0,158767.0
64.0,-1008.0,16624.0,158869.0
320.0,-688.0,18080.0,158972.0
160.0,-256.0,17440.0,159075.0
16.0,-464.0,15920.0,159177.0
48.0,-1264.0,15056.0,159280.0
80.0,-1440.0,15808.0,159383.0
176.0,-1600.0,17072.0,159485.0
352.0,-1744.0,17872.0,159588.0
176.0,-1472.0,16896.0,159691.0
144.0,-1104.0,15632.0,159793.0
160.0,-976.0,15248.0,159896.0
160.0,-1184.0,16384.0,159998.0
208.0,-560.0,17600.0,160101.0
