0,1,2,3
256.0,-1296.0,18176.0,35049.0
240.0,-976.0,17408.0,35152.0
160.0,-720.0,15584.0,35255.0
224.0,-816.0,14848.0,35357.0
320.0,-1312.0,16048.0,35460.0
304.0,-1552.0,17680.0,35562.0
336.0,-1408.0,18096.0,35665.0
304.0,-832.0,16624.0,35767.0
304.0,-752.0,15152.0,35870.0
256.0,-1008.0,15024.0,35973.0
368.0,-1264.0,16480.0,36075.0
176.0,-1312.0,17920.0,36178.0
304.0,-1040.0,17744.0,36280.0
176.0,-816.0,16144.0,36383.0
112.0,-736.0,14832.0,36485.0
208.0,-1136.0,15536.0,36588.0
208.0,-1280.0,17152.0,36691.0
320.0,-1392.0,18032.0,36793.0
336.0,-1104.0,17120.0,36896.0
320.0,-880.0,15520.0,36998.0
320.0,-816.0,15040.0,37101.0
288.0,-1168.0,16000.0,37204.0
368.0,-1136.0,17776.0,37306.0
304.0,-1136.0,17920.0,37409.0
320.0,-960.0,16704.0,37511.0
160.0,-912.0,15280.0,37614.0
176.0,-944.0,15360.0,37716.0
